Sl.no,Designation,Company,Experience,Location,More location,Working type,Category,Count of jobs
1467,Data Steward,Novartis India,4 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1468,Data Analyst,Giixa Infotech Pvt Ltd,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1469,Data Analyst,SKF Group,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1470,Digital-Senior Analyst- DATA Scientist SA,Eclerx,4 to 8 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1471,Hiring Junior Data Analyst (Python/ EXCEL),SAZ India,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1472,P&O Data Reporting Analyst,Wood,3 to 7 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1473,Data Analyst,Skills Acquisition,1 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1474,Data Analyst,Tiju's Academy Pvt. Ltd.,1 to 5 Yrs, Kerala,Not Available,Regular,Data Analyst,1
1475,Hiring Data Analyst Trainee/Intern - Fresh,Elite Met Solutions,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1476,Lead Data Analyst,SKF Group,10 to 14 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1477,Industrial Iot Data Analyst,Weir Group,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1478,Clinical Data Analyst,Careerfit.ai,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1479,Business Analyst I (Data & AI),Worley,3 to 7 Yrs, Maharashtra,Navi Mumbai,Regular,Data Analyst,1
1480,Software Engineer - II ( Data Analyst),ENDIVITE TECHNOLOGIES,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1481,Data Analyst,Creditas Solutions,3 to 7 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1482,Data Analyst,Softpixel Solutions Private Limited,3 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1483,Data Analyst (RWE),Fortrea,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1484,Data Analyst,Elementz IT Solutions Private Limit...,4 to 7 Yrs, Kerala,Thiruvananthapuram,Regular,Data Analyst,1
1485,Data Analyst,Gujarat Travels - India,4 to 5 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1486,Junior Data Analyst ,YASH Technologies,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1487,Software Engineer/Senior Software Engineer- Data Analys ...,BOLD,2 to 4 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1488,Data Analyst,St. Andrews Institute of Technology...,5 to 9 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1489,Master Data Analyst,Right Move Staffing Solutions Priva...,2 to 6 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1490,Data Analyst,Ramesh Parasmal Jain & Co.,2 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1491,Business Data Analyst  Hiring For MNC,DIRAA HR SERVICES Hiring For Diraa ...,2 to 7 Yrs,Thanjavur,"Madurai, Salem, Dindigul, Coimbatore, Karur, Erode",Regular,Data Analyst,1
1492,Senior Data Analyst,Beacon Funding,5 to 8 Yrs,All India,Not Available,Regular,Data Analyst,1
1493,Data Analyst,99Plus IT Solutions,3 to 5 Yrs, Gujarat,Vadodara,Regular,Data Analyst,1
1494,Data Analyst (Power BI),TecStub,5 to 7 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1495,Senior Data Analyst,Lloyds Technology Centre,5 to 9 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1496,Data Analyst,Wayzontech Services,2 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1497,Senior Data Analyst,Live Connections,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1498,Data Analyst,GemsNY,2 to 6 Yrs,Jaipur, Rajasthan,Regular,Data Analyst,1
1499,Data Quality Analyst,EVRY India,4 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1500,Data Analyst (Intern),eNest Technologies Pvt Ltd,0 to 4 Yrs, Punjab,Not Available,Regular,Data Analyst,1
1501,Data Engineer - OACS,LTIMindtree Limited,3 to 8 Yrs,All India,Not Available,Regular,Data Analyst,1
1502,Senior Consultant/Principal - Business Consulting (AILA ...,Infosys Limited,4 to 9 Yrs,Bangalore,Not Available,Regular,Data Analyst,1
1503,Assistant Data Analyst,Here Quality Excellence Pvt. Ltd,0 to 4 Yrs, Gujarat,Vadodara,Regular,Data Analyst,1
1504,Data Analyst,KRSNAA Diagnostics,1 to 5 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1505,Senior Data Analyst,WorkOnGrid,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1506,Data Analyst,Gametion Technologies Pvt. Ltd.,2 to 5 Yrs, Maharashtra,Navi Mumbai,Regular,Data Analyst,1
1507,Process Mining Data Analyst,Allianz Services,3 to 7 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1508,Member Data Analyst,CoStrategix,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1509,Data Analyst,QuaXigma,2 to 6 Yrs,Tirupati, Andhra Pradesh,Regular,Data Analyst,1
1510,"Senior Analyst II, Data Analytics",HARMAN International,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1511,Jr Data Sourcing Analyst  Excel Operator (Remote),Outsource Bigdata,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1512,Data Analyst,Epergne Solutions,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1513,Data Analyst,Lingaro,8 to 12 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1514,Senior Data Analyst,Idyllic Services Pvt. Ltd.,5 to 9 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1515,Assistant Manager  Data Analyst,Scaler Academy,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1516,Data Science Analyst,FatakPay,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1517,Data Analyst,V5 Global Services Private Limited.,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1518,Data Analyst (Excel/ Power BI) ,Razormet Technologies,0 to 1 Yr,All India,Not Available,Regular,Data Analyst,1
1519,Analyst / Sr. Analyst Electronic Data Discovery (EDD),Iota Analytics,0 to 2 Yrs,All India,Not Available,Regular,Data Analyst,1
1520,Data Analyst (L3/L4),Silverpeople,3 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1521,ESG Data Analyst (Project Based Role),Straive,0 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1522,Senior Data Analyst(Power BI),Mopid,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1523,Data Analyst,Careernet,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1524,Data Analyst,Indiglobe IT Solutions,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1525,sap ecc data analyst,TerraGiG,5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1526,Data Analyst (Ecommerce),Ghar Soaps/ Yeh Mera India,1 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1527,Pharmaceutical Data Analyst,ConcertAI,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1528,Data Analyst,Educate Girls,3 to 7 Yrs,Jaipur, Rajasthan,Regular,Data Analyst,1
1529,Lead Data Analyst,Recex,2 to 5 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1530,Data Analyst Trainee (2023 Batch)-,Innometrics Solutions,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1531,Data Analyst - Python/SQL,MNC Company,3 to 7 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1532,Data Analyst,UBS,2 to 3 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1533,Business Data Analyst,Showoff,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1534,Data Analyst,Visionyle Solutions,1 to 3 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1535,Data Analyst L5,VARITE INC,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1536,Data Analyst (HRMS),noon,2 to 6 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1537,Senior Security Data Analyst,Snowflake,9 to 13 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1538,Data Analyst,Matrixbuz Technologies,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1539,Data Analyst -Tableau Developer/BI,Digit88 Technologies,4 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1540,Data Analyst,DC Consultants,1 to 3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1541,Market Data Analyst - Exchange Feeds,MayStreet (acquired by LSEG),3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1542,Data Analyst,CareerXperts Consulting,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1543,Data Analyst,Oneture Technologies,1 to 3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1544,Data Analyst,GPC- Gujrat Pesticides Company,1 to 5 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1545,Business Data Analyst,INSIDEA,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1546,Data Science Analyst,Genique,1 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1547,Sr. Business Data Analyst,Lufthansa Technik Services India Pv...,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1548,Statistician/Data Analyst,Authenu,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1549,Data Analyst II,Xpheno,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1550,"Architect,FOBO Data Analyst",PepsiCo,2 to 5 Yrs, Telangana,Not Available,Regular,Data Analyst,1
1551,Data Analyst,Digital Patron,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1552,Senior/Lead Data Analyst-Research XP,MiQ,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1553,Data Analyst,GraspCorn Software Solution Pvt. Lt...,2 to 3 Yrs,All India,Not Available,Regular,Data Analyst,1
1554,Lead Data Analyst,Live Connections,10 to 12 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1555,Data Analyst - Talent Acquisition Global Support (US Sh ...,Gallagher,4 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1556,Data Analyst,Kaleidofin Private Limited,4 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1557,Data Analyst,Amadeus,3 to 7 Yrs, Rajasthan,Not Available,Regular,Data Analyst,1
1558,Data Analyst (R/SAS),DEFTeam Solutions,3 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1559,Data Analyst,Alpha Infolab,3 to 7 Yrs,Indore, Madhya Pradesh,Regular,Data Analyst,1
1560,GIS Data Analyst,Carifer Technologies,1 to 3 Yrs, Tamil Nadu,Erode,Regular,Data Analyst,1
1561,Business Data Analyst CTRM,PPN SOLUTIONS,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1562,Sr.Data Analyst,Venus jobs,5 Yrs, Gujarat,Surat,Regular,Data Analyst,1
1563,Data Analyst 1,Epsilon India,1 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1564,Data Analyst,Greystar (International),2 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1565,Data Analyst,Ipseity Group,1 to 3 Yrs, Madhya Pradesh,Bhopal,Regular,Data Analyst,1
1566,Data Analyst,Woxro,1 to 2 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1567,Data Analyst (Intern/ Trainee)-,Razormet Technologies,0 to 4 Yrs,Madurai, Tamil Nadu,Regular,Data Analyst,1
1568,MIS Executive/Data Analyst,Magenta Mobility,3 to 7 Yrs, Maharashtra,Navi Mumbai,Regular,Data Analyst,1
1569,Senior Data Analyst,WaferWire Cloud Technologies,4 to 8 Yrs,All India,Not Available,Regular,Data Analyst,1
1570,Reference Data Analyst,JPMC Candidate Experience page,2 to 3 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1571,Data Analyst / Microsoft Excel Expert,"Newparts, Inc.",5 to 9 Yrs,All India,Not Available,Regular,Data Analyst,1
1572,Data Analyst,P.S International HR Consultants,1 to 3 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1573,Hiring Data Analyst (Trainee-Batch),SAZ India,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1574,"Assistant Manager, Data Transformation, Abandoned and U ...",Ryan,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1575,Data analyst,Biz2Credit,2 to 6 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1576,Senior Data Analyst,ResourceTree Global Services Pvt Lt...,3 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1577,Data Analyst (Any Graduate)-,Technofactorx AI,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1578,Senior Data Analyst,Principal Global Services,6 to 10 Yrs,All India,Not Available,Regular,Data Analyst,1
1579,Senior Data Quality Analyst,origin consulting,8 to 11 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1580,Salesforce Data Analyst,Wintech Business Services,4 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1581,Interesting  Opportunity Data Analyst - R/Python,Presence Education,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1582,Data Analyst,Dental Care NY,1 to 2 Yrs,Meerut, Uttar Pradesh,Regular,Data Analyst,1
1583,Data Analyst,WeAddo,1 to 2 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1584,Data Analyst,velan,0 to 1 Yr, Tamil Nadu,Coimbatore,Regular,Data Analyst,1
1585,Data Analyst,Coretech Infosystems Pvt. Ltd,1 to 2 Yrs, Kerala,Thiruvananthapuram,Regular,Data Analyst,1
1586,Senior Data Analyst,Whole9Yards Online LLP,2 to 3 Yrs,Kolkata, West Bengal,Regular,Data Analyst,1
1587,Data Analyst II,Chegg,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1588,Tech Data Analyst T500-9791,Inspire,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1589,Data Analyst,Bik,1 to 5 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1590,Business Data Analyst,CN Solutions,7 to 10 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1591,Data Analyst,Artefact,0 to 5 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1592,Junior Data Analyst (Any Graduate),Innometrics Solutions,1 to 5 Yrs, Andhra Pradesh,Not Available,Regular,Data Analyst,1
1593,Data Analyst,Heart It Out,0 to 4 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1594,Data Analyst,Streamline,4 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1595,Junior Data Analyst,Navig8 Group,0 to 2 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1596,Data Analyst,Thompsons HR Consulting,2 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1597,Sr. Consultant Data Analyst,Trellance,7 to 11 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1598,Financial Data Analyst,Wedding Affair,1 to 3 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1599,Senior Data Analyst (Contract Position),National Productivity Council (NPC)...,5 to 9 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1600,Executive/Assistant Manager - Data & Reporting,Macquarie Group,3 to 7 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1601,Data Analyst,Phenom,2 to 6 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1602,Data Analyst Trainee (Excel Expert),SAZ India,0 to 4 Yrs,All India,Not Available,Regular,Data Analyst,1
1603,Data Governance/Passport Analyst,LSEG (London Stock Exchange Group),8 to 12 Yrs,All India,Not Available,Regular,Data Analyst,1
1604,Senior Data Analyst,Findability Sciences,3 to 7 Yrs, Maharashtra,Aurangabad,Regular,Data Analyst,1
1605,Quantitative Analyst / Data Scientist,BestEx Research,0 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1606,Senior Data Analyst & Performance Validation,Onward Technologies Limited,3 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1607,Data Analyst,Artha School of Entrepreneurship,0 to 4 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1608,Customer Data Analyst,Poppulo,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1609,Real Estate Data Analyst,Jevan Capital pllc,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1610,Data Analyst (Multiple Openings),Rekruton Technologies,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1611,Data Analyst,Findability Sciences,3 to 7 Yrs, Maharashtra,Aurangabad,Regular,Data Analyst,1
1612,"Senior Analyst, Data Science (R-15411)",Dun & Bradstreet,3 to 7 Yrs,Chennai, Tamil Nadu,Regular,Data Analyst,1
1613,Data Analyst - ETL/Power BI,Kanoki Naturals,1 to 4 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1614,Requirement for Data Analyst / Quality Check / Data Sci ...,Wave Global Services,5 to 10 Yrs,All India,Not Available,Regular,Data Analyst,1
1615,"Data Analyst, MoSJE",The/Nudge Institute,5 to 9 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1616,PowerBI Business and Operations Analyst,Utthunga,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1617,Data Analyst II,Chegg India,2 to 6 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1618,Data Modeler data,BOYEN HADDIN CONSULTING AND TECHNOL...,3 to 6 Yrs,Bangalore,Not Available,Regular,Data Analyst,1
1619,Reference Data Analyst - Digital Document Services,JPMorgan Chase & Co,3 to 5 Yrs,All India,Not Available,Regular,Data Analyst,1
1620,BUSINESS DATA ANALYST - Freelance Interviewer,futuremug,2 to 6 Yrs,All India,Not Available,Regular,Data Analyst,1
1621,Analyst - Data Engineer,PepsiCo,2 to 5 Yrs, Telangana,Not Available,Regular,Data Analyst,1
1622,Data Analyst,EarnYoung,4 to 8 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1623,Jr. Data Analyst,Insure Pro 2.0,1 to 2 Yrs,All India,Not Available,Regular,Data Analyst,1
1624,Analytics Senior Analyst - Insights and Intelligence,Accenture in India,5 to 8 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1625,Senior Lead Data Analyst,Selections HR Services Private Limi...,5 to 15 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1626,Senior Business Data Analyst @ SpectraMedix Gurgaon,SpectraMedix,6 to 8 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1627,Talent Fulfillment Senior Analyst,Accenture in India,5 to 9 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1628,Azure Data Engineer,Alp Consulting Ltd.,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1629,Product Data Analyst,MillerKnoll,4 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1630,Senior Data Architect,Technomech HR Solutions,8 to 12 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1631,Data Analyst - X Delivery,Boston Consulting Group,2 to 4 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1632,Data Analyst,Target,2 to 3 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1633,Data analytics specialist,Teksands.ai,3 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1634,Senior Database Analyst - Data Science,Dun & Bradstreet Technology and Cor...,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1635,Senior Data Insight Analyst,Egencia,6 to 10 Yrs,All India,Not Available,Regular,Data Analyst,1
1636,Financial Services and Insurance Data Analyst,Forbes Advisor,2 to 6 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1637,Data Analyst,InfiHire,4 to 8 Yrs,Noida, Uttar Pradesh,Regular,Data Analyst,1
1638,Data Analyst,RipplesIndia Group,2 to 5 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1639,Data Analyst and Programmer,Dibwas Websoft Technologies LLP,2 to 6 Yrs,Kolkata, West Bengal,Regular,Data Analyst,1
1640,KYC Client Data Analyst,Chase- Candidate Experience page,3 to 5 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1641,Data Engineer,Transnational Software Services PVT...,3 to 7 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1642,Sr Business Data Analyst,CDI Solutions,5 to 7 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1643,Ecommerce Analyst,The Face Shop India Official,3 to 5 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1644,Data Modeler,Intelliquity Consulting Services,10 to 14 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1645,Senior Data Analyst - Artificial Intelligence/Machine L ...,Varahe Analytics,3 to 7 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1646,Data Analyst,MODERN MVUS SERVICES PVT LTD,2 Yrs,Jaipur, Rajasthan,Regular,Data Analyst,1
1647,Technology Business Analyst - Data Science,Novartis India,8 to 10 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1648,Data Modeler,Cognizant Technology Solutions,5 to 9 Yrs, Haryana,Not Available,Regular,Data Analyst,1
1649,Data Analysis,SkyRoots Ventures LLP,4 to 6 Yrs, Maharashtra,Pune,Regular,Data Analyst,1
1650,Data Analyst,SUGAR Cosmetics,1 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
1651,Data engineer,Cloudester,2 to 6 Yrs, Gujarat,Vadodara,Regular,Data Analyst,1
1652,Interesting  Opportunity Manager/Senior Manager - Data  ...,HuQuo,2 to 4 Yrs, Gujarat,Ahmedabad,Regular,Data Analyst,1
1653,Data Quality Analyst,PureSoftware Ltd,3 to 6 Yrs, Karnataka,Not Available,Regular,Data Analyst,1
1654,Sr Consultant/Principal - Business Consulting (CMT),Infosys Limited,4 to 9 Yrs,Bangalore,Not Available,Regular,Data Analyst,1
1655,Consultant - Business Consulting (CMT),Infosys Limited,2 to 4 Yrs,Pune,Not Available,Regular,Data Analyst,1
1656,Senior Data Analyst - X Delivery,Boston Consulting Group,4 to 6 Yrs,Delhi,Not Available,Regular,Data Analyst,1
1657,Business Analyst - Data Governance,ETT CareerMove,3 to 7 Yrs,All India,Not Available,Regular,Data Analyst,1
1658,Data Quality Control Analyst,Randstad Sourceright,5 to 9 Yrs,Hyderabad, Telangana,Regular,Data Analyst,1
1659,Open Secret - Data Analyst,Open Secret,3 to 7 Yrs, Maharashtra,Not Available,Regular,Data Analyst,1
